name,priceBefore,priceAfter,amount,amountUnit,discount,startDate,endDate,city,shop,page,processed_date,discountCondition,dt
Сыр Cheese Gallery Чеддер красный 50% полутвердый нарезка 150 г,239.0,179.0,150.0,г,26.0,2022-10-17T00:00:00Z,2022-10-23T00:00:00Z,moskva,vkusvill_offline,17,2022-10-17,По карте,2022-10-16
Напиток Nescafe Latte кофейный растворимый 20 штук по 18 г,519.0,449.0,20.0,шт,14.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,17,2022-10-17,По карте,2022-10-16
Хлебцы Fazer Crisp ржаные 200 г,195.0,169.0,200.0,г,14.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,17,2022-10-17,По карте,2022-10-16
Макаронные изделия Barilla №13 Баветте 450 г,109.0,79.0,450.0,г,28.0,2022-10-17T00:00:00Z,2022-10-17T00:00:00Z,moskva,vkusvill_offline,17,2022-10-17,От 2 шт,2022-10-16
Зубная паста Lion Systema night protect ночная 120 г,299.0,194.0,120.0,г,36.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,17,2022-10-17,По карте,2022-10-16
Солнцезащитное молочко-спрей Sun Style SPF-25 UV водостойкое 125 мл,365.0,180.0,125.0,мл,51.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,17,2022-10-17,По карте,2022-10-16
Рис Bravolli Смесь бурый и дикий 350 г,145.0,129.0,350.0,г,12.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,17,2022-10-17,По карте,2022-10-16
Шампунь оттеночный для осветленных волос Paul Mitchell Platinum Blonde Shampoo 300 мл,2686.0,890.0,300.0,мл,67.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,17,2022-10-17,По карте,2022-10-16
Маска для лица Luke Collagen Essence Mask с коллагеном 21 г,77.0,60.0,21.0,г,23.0,2022-10-17T00:00:00Z,2022-10-17T00:00:00Z,moskva,vkusvill_offline,17,2022-10-17,От 2 шт,2022-10-16
Щетка и совок York Style Loft с резинкой,487.0,350.0,,,29.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,17,2022-10-17,По карте,2022-10-16
Паштет Setra Лососевый 80 г,210.0,149.0,80.0,г,30.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,17,2022-10-17,По карте,2022-10-16
Сыр мягкий Galbani Моцарелла Мини 45% 150 г,235.0,155.0,150.0,г,35.0,2022-10-17T00:00:00Z,2022-10-30T00:00:00Z,moskva,vkusvill_offline,17,2022-10-17,По карте,2022-10-16
Корм влажный для кошек PETREET кусочки розового тунца с лососем 70г,169.0,156.0,70.0,г,8.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,17,2022-10-17,По карте,2022-10-16
Чипсы картофельные Lorenz Naturals с пармезаном 100 г,155.0,99.0,100.0,г,37.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,17,2022-10-17,По карте,2022-10-16
"Средство для мытья пола и поверхностей Эко Wonder Lab Киви и листья айвы 1,1л",385.0,299.0,1.1,л,23.0,2022-10-17T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,17,2022-10-17,По карте,2022-10-16
Изделие х/б Деревенский. Пекарня,180.0,162.0,,,10.0,2022-10-17T00:00:00Z,2022-10-18T00:00:00Z,moskva,vkusvill_offline,17,2022-10-17,По карте,2022-10-16
Нектар Непоседа яблоко и апельсин с 8 месяцев тетрапак 200 мл,35.0,29.0,200.0,мл,18.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Творог мягкий Bio Баланс обезжиренный с инулином злаками и сушеными ягодами 130 г,69.0,49.0,130.0,г,29.0,2022-10-17T00:00:00Z,2022-10-23T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Приправа Kamis к рыбе мельница 52 г,299.0,189.0,52.0,г,37.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Прокладки женские гигиенические YIOIY Ежедневные 20 шт,189.0,149.0,20.0,шт,22.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Колбаски Мясной выбор Добре кабанчики бекон 70 г,131.0,111.0,70.0,г,16.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Рукав для запекания Toppits 3 м,127.0,61.0,,,52.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Жевательная резинка Mentos Insta White Перечная мята 50 г,165.0,145.0,50.0,г,13.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Ароматический спрей для дома AirWick Botanica Свежий ананас и тунисский розмарин 236 мл,419.0,334.0,236.0,мл,21.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Конфитюр Zuegg экстра персик 320 г,279.0,209.0,320.0,г,26.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Шоколадный батончик Snickers 4х40г,155.0,125.0,4.0,шт,20.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Бумажные платочки Bella №1 4-слойные 9x6 шт (в упаковке 6 шт),130.0,110.0,54.0,шт,16.0,2022-10-17T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Салат из морской капусты Балтийский берег Крабовый 400 г,158.0,119.0,400.0,г,25.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Семечки подсолнечные От Мартина Отборные полосатые с морской солью обжаренные 150 г,98.0,88.0,150.0,г,11.0,2022-10-17T00:00:00Z,2022-10-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Зубная щетка Lion Systema Smart Slim для удаления зубного налета,219.0,151.0,,,32.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Сметана President 30% 350 г,189.0,169.0,350.0,г,11.0,2022-10-17T00:00:00Z,2022-10-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Макаронные изделия Delverde №004 Спагетти Биолоджика 500 г,234.0,199.0,500.0,г,15.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Приправа Easy Food Итальянские травы 130 г,179.0,119.0,130.0,г,34.0,2022-10-17T00:00:00Z,2022-10-17T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,От 2 шт,2022-10-16
Чай зеленый оолонг Maitre de The имбирь Лемонграсс мята и масло апельсина 100 г,499.0,399.0,100.0,г,21.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Макаронные изделия La Molisana №313 Ракушки рифленые гигант 500 г,239.0,215.0,500.0,г,11.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Средство для мытья посуды Sugar Bubble экологичное черника 470 мл,299.0,209.0,470.0,мл,31.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Зубная паста Лесной Бальзам Organic Oils кальций и уголь 75 мл,109.0,82.0,75.0,мл,25.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Икра кеты соленая Московский рыбокомбинат лососевая зернистая 90 г,710.0,549.0,90.0,г,23.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Подгузники Huggies Elite Soft 3 5-9 кг 160 шт BOX,4292.0,3769.0,160.0,шт,13.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Гель для педикюра Чудо пятки 250 мл,420.0,285.0,250.0,мл,33.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Макаронные изделия Delverde №106 Ондине 500 г,329.0,225.0,500.0,г,32.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Приправа Волшебное Дерево для соления огурцов 35 г,119.0,49.0,35.0,г,59.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Прокладки гигиенические Kotex Natural ночные 12 шт,315.0,229.0,12.0,шт,28.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Сырок творожный Свитлогорье глазированный с ванилью и печеньем 23% 50 г,60.0,45.0,50.0,г,25.0,2022-10-17T00:00:00Z,2022-10-23T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Шоколад молочный с манго,173.0,147.0,,,16.0,2022-10-17T00:00:00Z,2022-10-18T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
"Трубочка Фуд милк Lafinele вафельная с вареной сгущенкой 16,4% 70 г",39.0,32.0,70.0,г,18.0,2022-10-17T00:00:00Z,2022-10-17T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,От 2 шт,2022-10-16
Зеленый горошек Green Ray Молодой без сахара 400 г,125.0,99.0,400.0,г,21.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Вода питьевая Святой Источник негазированная 5 л,119.0,87.0,5.0,л,27.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Сыр полутвердый Рогачевъ Rogachev 45% 200 г,199.0,159.0,200.0,г,21.0,2022-10-17T00:00:00Z,2022-10-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Рис Riso Scotti Rosso красный с полбой и семенами чиа готовый к употреблению 250 г,260.0,234.0,250.0,г,10.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Изюм узбекский Семушка 150 г,179.0,135.0,150.0,г,25.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Таблетки для посудомоечных машин Meule All in 1 35 шт,1297.0,590.0,35.0,шт,55.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Тунец Fortuna филе yellowfin 185 г,269.0,199.0,185.0,г,27.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Суп Yelli Турецкий с булгуром 250 г,199.0,159.0,250.0,г,21.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Кофе в зернах Paulig City Coffees Cafe Paris 400 г,699.0,559.0,400.0,г,21.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Макаронные изделия De Cecco № 12 безглютеновые Спагетти 400 г,235.0,195.0,400.0,г,18.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Соль Crista пищевая морская садочная копченая в форме пирамидок 70 г,199.0,129.0,70.0,г,36.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Кондиционер для белья Утренняя роса,215.0,172.0,,,20.0,2022-10-17T00:00:00Z,2022-10-23T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Каша овсяная Овсянка по-новому Быстров Ассорти 175 г,199.0,159.0,175.0,г,21.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
"Мешки для мусора York с тесьмой 60 л 18мкм (15х4,5см) 20 шт",199.0,144.0,20.0,шт,28.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Подгузники Pampers Premium Care Midi 6-10 кг 74 шт,2899.0,1407.0,74.0,шт,52.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Сосиски Клинский 460 г,309.0,219.0,460.0,г,30.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Мыло жидкое детское Baby Boom кокос от 1 года 300 мл,295.0,166.0,300.0,мл,44.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
"Йогурт Venn`s Греческий обезжиренный 0,1% 130 г",74.0,49.0,130.0,г,34.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Мороженое Свитлогорье пломбир с ароматом ванили 15% 500 г,449.0,299.0,500.0,г,34.0,2022-10-17T00:00:00Z,2022-10-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
Ершик для мытья бутылок York Eco Natural бамбук (36 х6 х6см),250.0,151.0,,,40.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,18,2022-10-17,По карте,2022-10-16
"Биойогурт питьевой Активиа Киви-семена чиа 2,1% 260 г",79.0,59.0,260.0,г,26.0,2022-10-17T00:00:00Z,2022-10-23T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Икра из кабачков KERAKUR 500 г,235.0,185.0,500.0,г,22.0,2022-10-17T00:00:00Z,2022-10-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Мыло жидкое антибактериальное Целебные травы имбирь и масло чайного дерева 450 мл,230.0,165.0,450.0,мл,29.0,2022-10-17T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Конфеты Крупской Царское лакомство 220 г,230.0,195.0,220.0,г,16.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Сыр мягкий President Камамбер с белой плесенью 45% 125 г,315.0,229.0,125.0,г,28.0,2022-10-17T00:00:00Z,2022-10-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Печенье OREO с какао и начинкой с ванильным вкусом 95 г,88.0,74.0,95.0,г,16.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
"Чай зеленый Milford Био байховый Жасмин пакетированный 20х1,75 г",249.0,185.0,20.0,шт,26.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Чай черный Maitre de The Кения листовой 100 г,288.0,199.0,100.0,г,31.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Средство дезинфицирующее Септогель 50 мл,29.0,20.0,,,32.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Варенье KERAKUR из малины 610 г,390.0,335.0,610.0,г,15.0,2022-10-17T00:00:00Z,2022-10-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Вафли Акульчев Венские с земляникой 100 г,65.0,55.0,100.0,г,16.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Подгузники для девочек Huggies Ultra Comfort 3 5-9 кг 94 шт,2651.0,1464.0,94.0,шт,45.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Спрей Bimunica под подгузник 100 мл,229.0,189.0,100.0,мл,18.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Курс натуральных масок для лица Japan Gals с экстрактом жемчуга 30 шт,1148.0,918.0,30.0,шт,21.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Зубная паста Невская косметика Новый жемчуг 7 трав 100 мл,75.0,61.0,100.0,мл,19.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
"Чай черный Teatone оригинальный пуэр стики 15х1,8 г",234.0,139.0,15.0,шт,41.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Пирожное Барни бисквитное с шоколадной начинкой 150 г,149.0,119.0,150.0,г,21.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Арахис Camel Salted Peanuts жареный подсоленный 40 г,87.0,59.0,40.0,г,33.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Ватные палочки Bella Cotton гигиенические пластиковый стакан 100 шт,80.0,50.0,100.0,шт,38.0,2022-10-17T00:00:00Z,2022-10-17T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,От 2 шт,2022-10-16
Кальмар рубленый с креветкой Балтийский берег в сливочном соусе 150 г,119.0,95.0,150.0,г,21.0,2022-10-17T00:00:00Z,2022-10-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Шоколад молочный Milka с цельным миндалем 85 г,139.0,119.0,85.0,г,15.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Чай черный Newby Цейлон пакетированный 25х2 г,455.0,364.0,25.0,шт,20.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Балык свиной сырокопченый Егорьевская ФКГ по-Егорьевски нарезка 115 г,188.0,139.0,115.0,г,27.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Сыр творожный Sveza Сливочный 60% 150 г,125.0,99.0,150.0,г,21.0,2022-10-17T00:00:00Z,2022-10-23T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
"Молоко Свитлогорье ультрапастеризованное 3,2% 1 л",109.0,95.0,1.0,л,13.0,2022-10-17T00:00:00Z,2022-10-23T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Стиральный порошок ABC лаванда для разных типов белья Автомат 3кг,990.0,590.0,3.0,кг,41.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Лечо KERAKUR 720 г,235.0,179.0,720.0,г,24.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Чайный напиток Eastford корень имбиря с цедрой лимона 12 фильтр-пакетиков по 6 г,269.0,159.0,12.0,шт,41.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Стиральный порошок Ariel Экстра защита ткани и цвета 2.4 кг,913.0,811.0,2.4,кг,12.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Колбаса варено-копченая Владимирский стандарт Сервелат Владимирский 350 г,229.0,129.0,350.0,г,44.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Приправа Kamis Аджика 25 г,75.0,59.0,25.0,г,22.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Батончик протеиновый Goodies кокос 40 г,115.0,59.0,40.0,г,49.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Паштет Setra из индейки 100 г,115.0,95.0,100.0,г,18.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Шампунь для волос Cj Lion Dhama питание и увлажнение 400 мл,530.0,459.0,400.0,мл,14.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Бекон сырокопченый Велком нарезка 200 г,239.0,179.0,200.0,г,26.0,2022-10-17T00:00:00Z,2022-10-23T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Паста Чим-Чим перечная 200 г,186.0,167.0,200.0,г,11.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Средство для интимной гигиены Lactacyd Ежедневное 200 мл,459.0,429.0,200.0,мл,7.0,2022-10-17T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Спрей дезинфицирующий для поверхностей Lysol Весенняя свежесть 400 мл,681.0,499.0,400.0,мл,27.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Корм сухой для собак RC Maxi Light Weight Care 10кг,5590.0,4472.0,10.0,кг,20.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Сменные кассеты для безопасных бритв Gillette Mach3 Turbo Red 4 шт,1169.0,869.0,4.0,шт,26.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Приправа Волшебное дерево для заливного из языка и мяса с желатином 40 г,69.0,49.0,40.0,г,29.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Средство чистящее универсальное Meule 450 мл,359.0,305.0,450.0,мл,16.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Презервативы Contex Lights гладкие тонкие №12,679.0,550.0,,,19.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
"Стиральный порошок BiMax Ароматерапия Automat 4,5 кг",990.0,595.0,4.5,кг,40.0,2022-10-17T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Уксус винный Iberica из красного вина ст/б 250 мл,219.0,165.0,250.0,мл,25.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Напиток Exponenta High-pro кисломолочный соленая карамель 250 г,115.0,85.0,250.0,г,27.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Прокладки гигиенические Bella perfecta ultra green впитывающие 10 шт,220.0,109.0,10.0,шт,51.0,2022-10-17T00:00:00Z,2022-10-17T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,От 2 шт,2022-10-16
Сосиски Вязанка Молочные Молокуши 450 г,289.0,229.0,450.0,г,21.0,2022-10-17T00:00:00Z,2022-10-23T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Средство дезинфицирующее Септогель 300 мл,129.0,96.0,300.0,мл,26.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Приправа Волшебное дерево Гвоздика целая 15 г,111.0,89.0,15.0,г,20.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,19,2022-10-17,По карте,2022-10-16
Средство дезинфицирующее Септогель 300 мл,129.0,96.0,300.0,мл,26.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,20,2022-10-17,По карте,2022-10-16
Шампунь для волос детский Ушастый нянь Ромашка 200 мл,169.0,145.0,200.0,мл,15.0,2022-10-17T00:00:00Z,2022-10-20T00:00:00Z,moskva,vkusvill_offline,20,2022-10-17,По карте,2022-10-16
Корм для грызунов LITTLE ONE Зеленая долина из разнотравья для морских свинок 750г,369.0,355.0,750.0,г,4.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,20,2022-10-17,По карте,2022-10-16
Кофе в капсулах для кофемашин Vergnano Espresso Intenso 10 шт,703.0,489.0,10.0,шт,31.0,2022-10-17T00:00:00Z,2022-11-11T00:00:00Z,moskva,vkusvill_offline,20,2022-10-17,По карте,2022-10-16
Мини-сушки Невская сушка с солью 200 г,84.0,69.0,200.0,г,18.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,20,2022-10-17,По карте,2022-10-16
Корм влажный Purina one mini для собак утка с пастой и зеленой фасолью в подливе 85 г,36.0,29.0,85.0,г,20.0,2022-10-17T00:00:00Z,2022-10-17T00:00:00Z,moskva,vkusvill_offline,20,2022-10-17,От 5 шт,2022-10-16
Корм влажный для кошек MONGE Cat Natural атлантический тунец 80г,173.0,163.0,80.0,г,6.0,2022-10-17T00:00:00Z,2022-11-30T00:00:00Z,moskva,vkusvill_offline,20,2022-10-17,По карте,2022-10-16
Горячий шоколад Экологика Здоровое питание 125 г,479.0,339.0,125.0,г,30.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,20,2022-10-17,По карте,2022-10-16
Подгузники-трусики Huggies Elite Soft 5 ночные 12-17кг 17 шт,999.0,880.0,17.0,шт,12.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,20,2022-10-17,По карте,2022-10-16
Прокладки гигиенические Kotex Ultra Night 7 шт,139.0,119.0,7.0,шт,15.0,2022-10-17T00:00:00Z,2022-10-31T00:00:00Z,moskva,vkusvill_offline,20,2022-10-17,По карте,2022-10-16
Соль розовая Setra гималайская мелкая 500 г,125.0,63.0,500.0,г,50.0,2022-10-17T00:00:00Z,2022-10-17T00:00:00Z,moskva,vkusvill_offline,20,2022-10-17,От 2 шт,2022-10-16
